,Method,YY_MM,Quantity of Units Issued,Quantity of Units,Rolling_Issuance,Rolling_Retirement,Balance,Retirement_Ratio
1327,Livestock,21_06,25680.0,100.0,695739.0,273919.0,421820.0,0.39370942264268644
1328,Livestock,22_02,0.0,3.0,695739.0,273922.0,421817.0,0.39371373460449965
1329,Livestock,22_04,0.0,1350.0,695739.0,275272.0,420467.0,0.39565411742046946
1330,Livestock,22_05,0.0,180.0,695739.0,275452.0,420287.0,0.39591283512926545
1331,Livestock,22_06,0.0,40.0,695739.0,275492.0,420247.0,0.39597032795344234
1332,Livestock,22_08,0.0,550.0,695739.0,276042.0,419697.0,0.39676085428587443
1333,Livestock,22_09,0.0,2099.0,695739.0,278141.0,417598.0,0.39977779023455634
1334,Livestock,22_10,34759.0,2200.0,730498.0,280341.0,450157.0,0.3837669644543859
1335,Livestock,22_11,0.0,474.0,730498.0,280815.0,449683.0,0.38441583686745207
1336,Livestock,22_12,0.0,907.0,730498.0,281722.0,448776.0,0.3856574555987833
1337,Livestock,23_01,0.0,245.0,730498.0,281967.0,448531.0,0.3859928432384483
1338,Livestock,23_02,0.0,5864.0,730498.0,287831.0,442667.0,0.39402024372414435
1339,Other,09_02,0.0,2.0,0.0,2.0,-2.0,inf
1340,Other,09_03,341116.0,313.0,341116.0,315.0,340801.0,0.0009234395337656398
1341,Other,09_04,1181556.0,1774.0,1522672.0,2089.0,1520583.0,0.0013719303960406444
1342,Other,09_05,394528.0,11754.0,1917200.0,13843.0,1903357.0,0.00722042562069685
1343,Other,09_06,427153.0,267334.0,2344353.0,281177.0,2063176.0,0.1199379956858033
1344,Other,09_07,171837.0,420.0,2516190.0,281597.0,2234593.0,0.11191404464686688
1345,Other,09_08,92606.0,26175.0,2608796.0,307772.0,2301024.0,0.1179747285721076
1346,Other,09_09,608681.0,24477.0,3217477.0,332249.0,2885228.0,0.10326383063499754
1347,Other,09_10,2242737.0,65690.0,5460214.0,397939.0,5062275.0,0.07287974427375923
1348,Other,09_11,1206855.0,30110.0,6667069.0,428049.0,6239020.0,0.06420347532026442
1349,Other,09_12,3968312.0,208755.0,10635381.0,636804.0,9998577.0,0.05987599315906031
1350,Other,10_01,1456899.0,10543.0,12092280.0,647347.0,11444933.0,0.05353390758401228
1351,Other,10_02,640307.0,14346.0,12732587.0,661693.0,12070894.0,0.051968464853214824
1352,Other,10_03,710609.0,48026.0,13443196.0,709719.0,12733477.0,0.05279391894606015
1353,Other,10_04,115905.0,39620.0,13559101.0,749339.0,12809762.0,0.05526465213291058
1354,Other,10_05,251803.0,65633.0,13810904.0,814972.0,12995932.0,0.059009316117178134
1355,Other,10_06,417670.0,168568.0,14228574.0,983540.0,13245034.0,0.0691242846964144
1356,Other,10_07,389718.0,88214.0,14618292.0,1071754.0,13546538.0,0.07331595236981174
1357,Other,10_08,161183.0,33913.0,14779475.0,1105667.0,13673808.0,0.07481097941570997
1358,Other,10_09,51356.0,40063.0,14830831.0,1145730.0,13685101.0,0.07725325708316681
1359,Other,10_10,412566.0,96495.0,15243397.0,1242225.0,14001172.0,0.0814926620358966
1360,Other,10_11,694677.0,201543.0,15938074.0,1443768.0,14494306.0,0.09058610218524522
1361,Other,10_12,684137.0,269703.0,16622211.0,1713471.0,14908740.0,0.10308321799067524
1362,Other,11_01,207113.0,71754.0,16829324.0,1785225.0,15044099.0,0.1060782358221875
1363,Other,11_02,170297.0,198078.0,16999621.0,1983303.0,15016318.0,0.1166674833515406
1364,Other,11_03,116140.0,61294.0,17115761.0,2044597.0,15071164.0,0.1194569730203641
1365,Other,11_04,541114.0,353441.0,17656875.0,2398038.0,15258837.0,0.13581327386641182
1366,Other,11_05,287697.0,196330.0,17944572.0,2594368.0,15350204.0,0.1445767555782328
1367,Other,11_06,440497.0,122248.0,18385069.0,2716616.0,15668453.0,0.14776207802102892
1368,Other,11_07,490322.0,135374.0,18875391.0,2851990.0,16023401.0,0.15109567796502865
1369,Other,11_08,108980.0,12594.0,18984371.0,2864584.0,16119787.0,0.15089169928253088
1370,Other,11_09,137544.0,33096.0,19121915.0,2897680.0,16224235.0,0.15153712376610814
1371,Other,11_10,25975.0,280307.0,19147890.0,3177987.0,15969903.0,0.16597061086104004
1372,Other,11_11,627462.0,307502.0,19775352.0,3485489.0,16289863.0,0.17625420776328027
1373,Other,11_12,605765.0,169900.0,20381117.0,3655389.0,16725728.0,0.17935174995560843
1374,Other,12_01,705054.0,304275.0,21086171.0,3959664.0,17126507.0,0.18778487568937954
1375,Other,12_02,107191.0,44261.0,21193362.0,4003925.0,17189437.0,0.1889235412484343
1376,Other,12_03,331866.0,28154.0,21525228.0,4032079.0,17493149.0,0.18731875917876456
1377,Other,12_04,1345304.0,611738.0,22870532.0,4643817.0,18226715.0,0.2030480532765919
1378,Other,12_05,476950.0,386399.0,23347482.0,5030216.0,18317266.0,0.2154500429639479
1379,Other,12_06,433252.0,638604.0,23780734.0,5668820.0,18111914.0,0.23837868082625205
1380,Other,12_07,228476.0,139095.0,24009210.0,5807915.0,18201295.0,0.24190362781615887
1381,Other,12_08,380106.0,327885.0,24389316.0,6135800.0,18253516.0,0.25157737100950267
1382,Other,12_09,245643.0,99550.0,24634959.0,6235350.0,18399609.0,0.25310981844946445
1383,Other,12_10,210851.0,169484.0,24845810.0,6404834.0,18440976.0,0.2577832640594128
1384,Other,12_11,374859.0,162097.0,25220669.0,6566931.0,18653738.0,0.26037893760867326
1385,Other,12_12,574038.0,247984.0,25794707.0,6814915.0,18979792.0,0.26419819383875925
1386,Other,13_01,313592.0,293016.0,26108299.0,7107931.0,19000368.0,0.2722479545680092
1387,Other,13_02,246960.0,127498.0,26355259.0,7235429.0,19119830.0,0.27453454356111623
1388,Other,13_03,53089.0,224416.0,26408348.0,7459845.0,18948503.0,0.28248056258573995
1389,Other,13_04,902913.0,2368505.0,27311261.0,9828350.0,17482911.0,0.3598643797516343
1390,Other,13_05,422035.0,395858.0,27733296.0,10224208.0,17509088.0,0.36866184242940325
1391,Other,13_06,68427.0,106117.0,27801723.0,10330325.0,17471398.0,0.37157139505346487
1392,Other,13_07,35000.0,320119.0,27836723.0,10650444.0,17186279.0,0.3826040874135939
1393,Other,13_08,35216.0,24329.0,27871939.0,10674773.0,17197166.0,0.38299355491557296
1394,Other,13_09,76577.0,160394.0,27948516.0,10835167.0,17113349.0,0.3876830884330317
1395,Other,13_10,41148.0,194872.0,27989664.0,11030039.0,16959625.0,0.394075434417505
1396,Other,13_11,85440.0,766020.0,28075104.0,11796059.0,16279045.0,0.4201608300364622
1397,Other,13_12,116334.0,188899.0,28191438.0,11984958.0,16206480.0,0.4251275866098069
1398,Other,14_01,285427.0,344807.0,28476865.0,12329765.0,16147100.0,0.43297480252829795
1399,Other,14_02,173098.0,85189.0,28649963.0,12414954.0,16235009.0,0.4333322873750308
1400,Other,14_03,37645.0,8983.0,28687608.0,12423937.0,16263671.0,0.43307678353664064
1401,Other,14_04,139685.0,85035.0,28827293.0,12508972.0,16318321.0,0.4339280833618335
1402,Other,14_05,248209.0,212838.0,29075502.0,12721810.0,16353692.0,0.4375439502299909
1403,Other,14_06,250000.0,568578.0,29325502.0,13290388.0,16035114.0,0.4532024038326778
1404,Other,14_07,0.0,98866.0,29325502.0,13389254.0,15936248.0,0.4565737357198523
1405,Other,14_08,67017.0,8181.0,29392519.0,13397435.0,15995084.0,0.4558110517849797
1406,Other,14_09,231274.0,134375.0,29623793.0,13531810.0,16091983.0,0.45678856856716493
1407,Other,14_10,26420.0,323229.0,29650213.0,13855039.0,15795174.0,0.46728295004153936
1408,Other,14_11,130000.0,43526.0,29780213.0,13898565.0,15881648.0,0.4667046874379307
1409,Other,14_12,245678.0,722192.0,30025891.0,14620757.0,15405134.0,0.48693832266293113
1410,Other,15_01,43216.0,52908.0,30069107.0,14673665.0,15395442.0,0.4879980306698167
1411,Other,15_02,46542.0,92640.0,30115649.0,14766305.0,15349344.0,0.4903199994129298
1412,Other,15_03,101253.0,138116.0,30216902.0,14904421.0,15312481.0,0.4932478187207941
1413,Other,15_04,22630.0,531082.0,30239532.0,15435503.0,14804029.0,0.5104411999497875
1414,Other,15_05,10050.0,310116.0,30249582.0,15745619.0,14503963.0,0.5205235232671975
1415,Other,15_06,272344.0,996060.0,30521926.0,16741679.0,13780247.0,0.548513190157135
1416,Other,15_07,219485.0,805379.0,30741411.0,17547058.0,13194353.0,0.5707954654391107
1417,Other,15_08,484684.0,67246.0,31226095.0,17614304.0,13611791.0,0.5640892337002114
1418,Other,15_09,539444.0,627074.0,31765539.0,18241378.0,13524161.0,0.5742505423880891
1419,Other,15_10,0.0,48050.0,31765539.0,18289428.0,13476111.0,0.5757631878999441
1420,Other,15_11,74476.0,565698.0,31840015.0,18855126.0,12984889.0,0.5921833265467997
1421,Other,15_12,560144.0,166317.0,32400159.0,19021443.0,13378716.0,0.5870786930397471
1422,Other,16_01,149304.0,1045115.0,32549463.0,20066558.0,12482905.0,0.6164942874787213
1423,Other,16_02,83028.0,259239.0,32632491.0,20325797.0,12306694.0,0.622869918205141
1424,Other,16_03,172046.0,152259.0,32804537.0,20478056.0,12326481.0,0.6242446281134832
1425,Other,16_04,179559.0,157943.0,32984096.0,20635999.0,12348097.0,0.6256348210968098
1426,Other,16_05,40857.0,362437.0,33024953.0,20998436.0,12026517.0,0.6358354544819489
1427,Other,16_06,55211.0,76957.0,33080164.0,21075393.0,12004771.0,0.6371006201783038
1428,Other,16_07,65263.0,216821.0,33145427.0,21292214.0,11853213.0,0.642387681413789
1429,Other,16_08,25288.0,271283.0,33170715.0,21563497.0,11607218.0,0.6500763399281565
1430,Other,16_09,0.0,292533.0,33170715.0,21856030.0,11314685.0,0.6588953539289099
1431,Other,16_10,158802.0,148209.0,33329517.0,22004239.0,11325278.0,0.6602027566136047
1432,Other,16_11,39888.0,157260.0,33369405.0,22161499.0,11207906.0,0.6641262857398866
1433,Other,16_12,1222717.0,591930.0,34592122.0,22753429.0,11838693.0,0.6577633196367658
1434,Other,17_01,207019.0,79509.0,34799141.0,22832938.0,11966203.0,0.6561351040245504
1435,Other,17_02,45431.0,234775.0,34844572.0,23067713.0,11776859.0,0.6620174011607891
1436,Other,17_03,87384.0,1256923.0,34931956.0,24324636.0,10607320.0,0.6963433710955093
1437,Other,17_04,181322.0,354363.0,35113278.0,24678999.0,10434279.0,0.702839507037765
1438,Other,17_05,258778.0,62907.0,35372056.0,24741906.0,10630150.0,0.6994760496817035
1439,Other,17_06,35139.0,150247.0,35407195.0,24892153.0,10515042.0,0.7030252749476483
1440,Other,17_07,29466.0,78377.0,35436661.0,24970530.0,10466131.0,0.704652450184288
1441,Other,17_08,703944.0,678688.0,36140605.0,25649218.0,10491387.0,0.7097063815063417
1442,Other,17_09,68338.0,122895.0,36208943.0,25772113.0,10436830.0,0.7117609867816357
1443,Other,17_10,219200.0,147208.0,36428143.0,25919321.0,10508822.0,0.7115191405721669
1444,Other,17_11,88596.0,83259.0,36516739.0,26002580.0,10514159.0,0.7120728934749623
1445,Other,17_12,370902.0,499923.0,36887641.0,26502503.0,10385138.0,0.7184656508666413
1446,Other,18_01,6000.0,542834.0,36893641.0,27045337.0,9848304.0,0.7330622911411753
1447,Other,18_02,38416.0,27518.0,36932057.0,27072855.0,9859202.0,0.7330448721012209
1448,Other,18_03,182411.0,231748.0,37114468.0,27304603.0,9809865.0,0.7356862288851884
1449,Other,18_04,74000.0,90172.0,37188468.0,27394775.0,9793693.0,0.7366470433791464
1450,Other,18_05,669081.0,76806.0,37857549.0,27471581.0,10385968.0,0.7256566187103133
1451,Other,18_06,136790.0,439595.0,37994339.0,27911176.0,10083163.0,0.7346140697433899
1452,Other,18_07,324345.0,130209.0,38318684.0,28041385.0,10277299.0,0.7317940511735737
1453,Other,18_08,295064.0,1259378.0,38613748.0,29300763.0,9312985.0,0.7588168597360712
1454,Other,18_09,261919.0,161813.0,38875667.0,29462576.0,9413091.0,0.7578667653470743
1455,Other,18_10,7000.0,430609.0,38882667.0,29893185.0,8989482.0,0.7688049021945949
1456,Other,18_11,343219.0,141042.0,39225886.0,30034227.0,9191659.0,0.7656736421453935
1457,Other,18_12,306213.0,118255.0,39532099.0,30152482.0,9379617.0,0.7627341518091412
1458,Other,19_01,0.0,364739.0,39532099.0,30517221.0,9014878.0,0.7719605528661658
1459,Other,19_02,163094.0,102194.0,39695193.0,30619415.0,9075778.0,0.7713632983217893
1460,Other,19_03,136197.0,80132.0,39831390.0,30699547.0,9131843.0,0.7707375263579804
1461,Other,19_04,154396.0,179353.0,39985786.0,30878900.0,9106886.0,0.7722469179422908
1462,Other,19_05,152486.0,86028.0,40138272.0,30964928.0,9173344.0,0.771456429414799
1463,Other,19_06,228116.0,48010.0,40366388.0,31012938.0,9353450.0,0.7682861790854312
1464,Other,19_07,663941.0,371306.0,41030329.0,31384244.0,9646085.0,0.7649035424502689
1465,Other,19_08,431633.0,321999.0,41461962.0,31706243.0,9755719.0,0.7647067690622069
1466,Other,19_09,351868.0,312019.0,41813830.0,32018262.0,9795568.0,0.7657337775563731
1467,Other,19_10,398113.0,526043.0,42211943.0,32544305.0,9667638.0,0.7709738686987235
1468,Other,19_11,855390.0,380305.0,43067333.0,32924610.0,10142723.0,0.7644914998567476
1469,Other,19_12,787648.0,926001.0,43854981.0,33850611.0,10004370.0,0.771876084041628
1470,Other,20_01,1557361.0,409244.0,45412342.0,34259855.0,11152487.0,0.7544172683276278
1471,Other,20_02,732780.0,71008.0,46145122.0,34330863.0,11814259.0,0.7439759938222723
1472,Other,20_03,2790131.0,307622.0,48935253.0,34638485.0,14296768.0,0.7078431780050264
1473,Other,20_04,23922.0,675461.0,48959175.0,35313946.0,13645229.0,0.7212937309503274
1474,Other,20_05,65757.0,331964.0,49024932.0,35645910.0,13379022.0,0.727097591894671
1475,Other,20_06,253999.0,368753.0,49278931.0,36014663.0,13264268.0,0.7308328786596446
1476,Other,20_07,1710044.0,281642.0,50988975.0,36296305.0,14692670.0,0.7118461392879539
1477,Other,20_08,515664.0,107861.0,51504639.0,36404166.0,15100473.0,0.7068133416098693
1478,Other,20_09,766305.0,85183.0,52270944.0,36489349.0,15781595.0,0.6980809261833878
1479,Other,20_10,246161.0,710245.0,52517105.0,37199594.0,15317511.0,0.7083329136288072
1480,Other,20_11,1470729.0,741226.0,53987834.0,37940820.0,16047014.0,0.7027661083791582
1481,Other,20_12,1990173.0,1337581.0,55978007.0,39278401.0,16699606.0,0.7016755884145714
1482,Other,21_01,481772.0,1230286.0,56459779.0,40508687.0,15951092.0,0.7174786674244686
1483,Other,21_02,1466492.0,415947.0,57926271.0,40924634.0,17001637.0,0.7064952273554774
1484,Other,21_03,1148945.0,603509.0,59075216.0,41528143.0,17547073.0,0.7029706501623286
1485,Other,21_04,3509892.0,165758.0,62585108.0,41693901.0,20891207.0,0.6661952392891932
1486,Other,21_05,2617173.0,1217539.0,65202281.0,42911440.0,22290841.0,0.6581278958630297
1487,Other,21_06,5981478.0,307786.0,71183759.0,43219226.0,27964533.0,0.607150094447808
1488,Other,21_07,873226.0,622830.0,72056985.0,43842056.0,28214929.0,0.6084358927867992
1489,Other,21_08,3289426.0,280266.0,75346411.0,44122322.0,31224089.0,0.5855928824532863
1490,Other,21_09,792130.0,1201213.0,76138541.0,45323535.0,30815006.0,0.5952771671839627
1491,Other,21_10,1063236.0,3568831.0,77201777.0,48892366.0,28309411.0,0.633306225580792
1492,Other,21_11,1824884.0,490806.0,79026661.0,49383172.0,29643489.0,0.6248925536661608
1493,Other,21_12,2393560.0,1006326.0,81420221.0,50389498.0,31030723.0,0.6188818622833264
1494,Other,22_01,1612150.0,1178915.0,83032371.0,51568413.0,31463958.0,0.6210639582964577
1495,Other,22_02,2144216.0,2627880.0,85176587.0,54196293.0,30980294.0,0.6362815758278739
1496,Other,22_03,1022271.0,1835266.0,86198858.0,56031559.0,30167299.0,0.6500266975694736
1497,Other,22_04,1021754.0,1090799.0,87220612.0,57122358.0,30098254.0,0.6549181058257193
1498,Other,22_05,592115.0,428179.0,87812727.0,57550537.0,30262190.0,0.6553780865955797
1499,Other,22_06,1596383.0,476060.0,89409110.0,58026597.0,31382513.0,0.6490009463241497
1500,Other,22_07,27080.0,1017819.0,89436190.0,59044416.0,30391774.0,0.6601848312187717
1501,Other,22_08,652435.0,285278.0,90088625.0,59329694.0,30758931.0,0.6585703133997217
1502,Other,22_09,815571.0,1158730.0,90904196.0,60488424.0,30415772.0,0.665408492254857
1503,Other,22_10,681366.0,233990.0,91585562.0,60722414.0,30863148.0,0.6630129539413647
1504,Other,22_11,548176.0,116922.0,92133738.0,60839336.0,31294402.0,0.6603372154508699
1505,Other,22_12,2256005.0,813109.0,94389743.0,61652445.0,32737298.0,0.6531689041679031
1506,Other,23_01,2236048.0,190885.0,96625791.0,61843330.0,34782461.0,0.640029223667623
1507,Other,23_02,1771339.0,1645999.0,98397130.0,63489329.0,34907801.0,0.6452355775010917
1508,Other,23_03,1451456.0,756249.0,99848586.0,64245578.0,35603008.0,0.64343002313523
1509,Solar,13_07,32158.0,0.0,32158.0,0.0,32158.0,0.0
1510,Solar,13_08,10234.0,0.0,42392.0,0.0,42392.0,0.0
1511,Solar,13_11,2224.0,0.0,44616.0,0.0,44616.0,0.0
1512,Solar,13_12,0.0,750.0,44616.0,750.0,43866.0,0.01681011296395912
1513,Solar,14_02,23620.0,0.0,68236.0,750.0,67486.0,0.010991265607597164
1514,Solar,14_03,0.0,28475.0,68236.0,29225.0,39011.0,0.4282929831760361
1515,Solar,14_04,25586.0,25586.0,93822.0,54811.0,39011.0,0.5842019995310268
1516,Solar,14_06,0.0,20000.0,93822.0,74811.0,19011.0,0.7973716185969175
1517,Solar,14_10,41272.0,0.0,135094.0,74811.0,60283.0,0.5537699675781308
1518,Solar,14_12,16183.0,500.0,151277.0,75311.0,75966.0,0.49783509720578806
1519,Solar,15_02,0.0,42930.0,151277.0,118241.0,33036.0,0.7816191489783642
1520,Solar,15_04,0.0,17.0,151277.0,118258.0,33019.0,0.7817315256119569
1521,Solar,15_07,0.0,1556.0,151277.0,119814.0,31463.0,0.7920172927807928
1522,Solar,15_08,28298.0,0.0,179575.0,119814.0,59761.0,0.6672086871780593
1523,Solar,15_11,56805.0,0.0,236380.0,119814.0,116566.0,0.5068702935950588
1524,Solar,16_01,17567.0,1621.0,253947.0,121435.0,132512.0,0.47819033105333003
1525,Solar,16_02,0.0,39.0,253947.0,121474.0,132473.0,0.4783439064056673
1526,Solar,16_03,33405.0,0.0,287352.0,121474.0,165878.0,0.4227358779476043
1527,Solar,16_04,117692.0,1515.0,405044.0,122989.0,282055.0,0.3036435547742961
1528,Solar,16_05,0.0,640.0,405044.0,123629.0,281415.0,0.30522363002537994
1529,Solar,16_06,46399.0,0.0,451443.0,123629.0,327814.0,0.27385295596564796
1530,Solar,16_07,0.0,51261.0,451443.0,174890.0,276553.0,0.3874021748039066
1531,Solar,16_10,0.0,17548.0,451443.0,192438.0,259005.0,0.42627308430964705
1532,Solar,16_11,0.0,500.0,451443.0,192938.0,258505.0,0.42738064384651
1533,Solar,16_12,0.0,3000.0,451443.0,195938.0,255505.0,0.4340260010676874
1534,Solar,17_01,31740.0,2000.0,483183.0,197938.0,285245.0,0.40965431316913054
1535,Solar,17_02,0.0,1000.0,483183.0,198938.0,284245.0,0.4117239224062105
1536,Solar,17_03,3502.0,11400.0,486685.0,210338.0,276347.0,0.4321850889178832
1537,Solar,17_04,16500.0,33740.0,503185.0,244078.0,259107.0,0.4850661287598001
1538,Solar,17_05,14949.0,5971.0,518134.0,250049.0,268085.0,0.4825952359814257
1539,Solar,17_06,27000.0,39041.0,545134.0,289090.0,256044.0,0.5303099788308929
1540,Solar,17_07,113000.0,3895.0,658134.0,292985.0,365149.0,0.4451752986473879
1541,Solar,17_09,0.0,1820.0,658134.0,294805.0,363329.0,0.4479406929287957
1542,Solar,17_10,17712.0,1231.0,675846.0,296036.0,379810.0,0.4380228631966454
1543,Solar,17_11,545991.0,390158.0,1221837.0,686194.0,535643.0,0.5616084633220306
1544,Solar,17_12,40159.0,144385.0,1261996.0,830579.0,431417.0,0.6581470939686022
1545,Solar,18_01,9039.0,13799.0,1271035.0,844378.0,426657.0,0.6643231697002836
1546,Solar,18_02,0.0,1025.0,1271035.0,845403.0,425632.0,0.6651295991062401
1547,Solar,18_03,10000.0,569.0,1281035.0,845972.0,435063.0,0.6603816445296187
1548,Solar,18_04,9422.0,603.0,1290457.0,846575.0,443882.0,0.6560272833577562
1549,Solar,18_05,0.0,25857.0,1290457.0,872432.0,418025.0,0.6760643709941517
1550,Solar,18_06,224351.0,83565.0,1514808.0,955997.0,558811.0,0.6311011032421271
1551,Solar,18_07,153270.0,37466.0,1668078.0,993463.0,674615.0,0.5955734683869699
1552,Solar,18_08,140164.0,21844.0,1808242.0,1015307.0,792935.0,0.5614884512139415
1553,Solar,18_09,21968.0,164374.0,1830210.0,1179681.0,650529.0,0.6445604602750504
1554,Solar,18_10,20000.0,21286.0,1850210.0,1200967.0,649243.0,0.6490976699942169
1555,Solar,18_11,67925.0,26979.0,1918135.0,1227946.0,690189.0,0.6401770469753172
1556,Solar,18_12,195978.0,130903.0,2114113.0,1358849.0,755264.0,0.6427513571885703
1557,Solar,19_01,75700.0,148395.0,2189813.0,1507244.0,682569.0,0.6882980418875949
1558,Solar,19_02,426375.0,122481.0,2616188.0,1629725.0,986463.0,0.622938794918408
1559,Solar,19_03,494705.0,19523.0,3110893.0,1649248.0,1461645.0,0.5301525960552163
1560,Solar,19_04,454122.0,608470.0,3565015.0,2257718.0,1307297.0,0.6332983171178803
1561,Solar,19_05,420728.0,179321.0,3985743.0,2437039.0,1548704.0,0.6114390717113471
1562,Solar,19_06,257000.0,398963.0,4242743.0,2836002.0,1406741.0,0.6684359623008039
1563,Solar,19_07,716678.0,125799.0,4959421.0,2961801.0,1997620.0,0.5972070126734552
1564,Solar,19_08,525380.0,508279.0,5484801.0,3470080.0,2014721.0,0.6326719966686121
1565,Solar,19_09,921856.0,45944.0,6406657.0,3516024.0,2890633.0,0.5488079040285753
1566,Solar,19_10,2578802.0,16156.0,8985459.0,3532180.0,5453279.0,0.39309956230394016
1567,Solar,19_11,2730871.0,487371.0,11716330.0,4019551.0,7696779.0,0.34307253209836186
1568,Solar,19_12,502081.0,855414.0,12218411.0,4874965.0,7343446.0,0.39898518719005277
1569,Solar,20_01,580566.0,75727.0,12798977.0,4950692.0,7848285.0,0.3868037265790852
1570,Solar,20_02,453961.0,48843.0,13252938.0,4999535.0,8253403.0,0.3772397486504502
1571,Solar,20_03,1140324.0,72830.0,14393262.0,5072365.0,9320897.0,0.35241246911228324
1572,Solar,20_04,0.0,214021.0,14393262.0,5286386.0,9106876.0,0.3672819962563038
1573,Solar,20_05,628464.0,61381.0,15021726.0,5347767.0,9673959.0,0.3560021664620963
1574,Solar,20_06,2515875.0,1740472.0,17537601.0,7088239.0,10449362.0,0.4041738091772073
1575,Solar,20_07,969305.0,56486.0,18506906.0,7144725.0,11362181.0,0.38605723722809204
1576,Solar,20_08,2107479.0,358296.0,20614385.0,7503021.0,13111364.0,0.36397015967248114
1577,Solar,20_09,2319406.0,602915.0,22933791.0,8105936.0,14827855.0,0.35344945805078626
1578,Solar,20_10,1291926.0,194357.0,24225717.0,8300293.0,15925424.0,0.34262321317466066
1579,Solar,20_11,3267093.0,106860.0,27492810.0,8407153.0,19085657.0,0.3057946059351518
1580,Solar,20_12,529634.0,666123.0,28022444.0,9073276.0,18949168.0,0.32378603379491094
1581,Solar,21_01,14947.0,559489.0,28037391.0,9632765.0,18404626.0,0.3435685224777156
1582,Solar,21_02,1208275.0,193523.0,29245666.0,9826288.0,19419378.0,0.3359912542254979
1583,Solar,21_03,651521.0,159761.0,29897187.0,9986049.0,19911138.0,0.3340129959383804
1584,Solar,21_04,236464.0,141931.0,30133651.0,10127980.0,20005671.0,0.3361019877743988
1585,Solar,21_05,2257610.0,305584.0,32391261.0,10433564.0,21957697.0,0.3221104605961466
1586,Solar,21_06,561751.0,614948.0,32953012.0,11048512.0,21904500.0,0.3352807931487416
1587,Solar,21_07,2883156.0,1216926.0,35836168.0,12265438.0,23570730.0,0.34226421753575886
1588,Solar,21_08,4422835.0,399024.0,40259003.0,12664462.0,27594541.0,0.31457465551245767
1589,Solar,21_09,2850999.0,579271.0,43110002.0,13243733.0,29866269.0,0.30720789574540036
1590,Solar,21_10,3439510.0,770573.0,46549512.0,14014306.0,32535206.0,0.3010623612982237
1591,Solar,21_11,108444.0,201239.0,46657956.0,14215545.0,32442411.0,0.30467569132261174
1592,Solar,21_12,79067.0,509276.0,46737023.0,14724821.0,32012202.0,0.31505688755571787
1593,Solar,22_01,1410403.0,306024.0,48147426.0,15030845.0,33116581.0,0.3121837707378168
1594,Solar,22_02,1641209.0,218443.0,49788635.0,15249288.0,34539347.0,0.30628049955577213
1595,Solar,22_03,1506997.0,522077.0,51295632.0,15771365.0,35524267.0,0.307460194661409
1596,Solar,22_04,1782518.0,268307.0,53078150.0,16039672.0,37038478.0,0.30218973344021977
1597,Solar,22_05,315441.0,1372772.0,53393591.0,17412444.0,35981147.0,0.32611487022852614
1598,Solar,22_06,4959942.0,774763.0,58353533.0,18187207.0,40166326.0,0.31167276538337446
1599,Solar,22_07,807963.0,866027.0,59161496.0,19053234.0,40108262.0,0.3220546349943551
1600,Solar,22_08,797100.0,3096196.0,59958596.0,22149430.0,37809166.0,0.369412085633226
1601,Solar,22_09,543056.0,2220027.0,60501652.0,24369457.0,36132195.0,0.40278994365310883
1602,Solar,22_10,178131.0,486760.0,60679783.0,24856217.0,35823566.0,0.40962929943239906
1603,Solar,22_11,557159.0,1053778.0,61236942.0,25909995.0,35326947.0,0.42311053024169626
1604,Solar,22_12,671837.0,1493231.0,61908779.0,27403226.0,34505553.0,0.44263877341208746
1605,Solar,23_01,1323371.0,219314.0,63232150.0,27622540.0,35609610.0,0.4368432830450965
1606,Solar,23_02,609167.0,2236394.0,63841317.0,29858934.0,33982383.0,0.4677054829554973
1607,Solar,23_03,386892.0,1038119.0,64228209.0,30897053.0,33331156.0,0.4810511375149819
1608,Transport,10_09,90004.0,0.0,90004.0,0.0,90004.0,0.0
1609,Transport,10_10,0.0,15000.0,90004.0,15000.0,75004.0,0.16665925958846273
1610,Transport,11_04,0.0,28125.0,90004.0,43125.0,46879.0,0.4791453713168304
1611,Transport,11_09,0.0,15000.0,90004.0,58125.0,31879.0,0.645804630905293
1612,Transport,11_12,0.0,650.0,90004.0,58775.0,31229.0,0.6530265321541265
1613,Transport,12_04,0.0,1531.0,90004.0,60306.0,29698.0,0.6700368872494555
1614,Transport,12_05,0.0,265.0,90004.0,60571.0,29433.0,0.6729812008355184
1615,Transport,12_08,0.0,7910.0,90004.0,68481.0,21523.0,0.7608661837251678
1616,Transport,12_09,0.0,20000.0,90004.0,88481.0,1523.0,0.983078529843118
1617,Transport,13_02,0.0,352.0,90004.0,88833.0,1171.0,0.986989467134794
1618,Transport,14_01,0.0,959.0,90004.0,89792.0,212.0,0.9976445491311497
1619,Transport,14_05,2195.0,0.0,92199.0,89792.0,2407.0,0.9738934261759888
1620,Transport,15_02,0.0,995.0,92199.0,90787.0,1412.0,0.9846853002744065
1621,Transport,15_06,0.0,417.0,92199.0,91204.0,995.0,0.9892081259015825
1622,Transport,16_07,11379.0,2846.0,103578.0,94050.0,9528.0,0.908011353762382
1623,Transport,17_01,0.0,200.0,103578.0,94250.0,9328.0,0.9099422657321052
1624,Transport,17_02,5208.0,0.0,108786.0,94250.0,14536.0,0.8663798650561653
1625,Transport,17_04,44224.0,0.0,153010.0,94250.0,58760.0,0.6159728122344945
1626,Transport,17_06,0.0,1112.0,153010.0,95362.0,57648.0,0.6232403110907784
