,Project ID,Type,Name,Location,Standard,Volume,Price,Price Type,Broker,Offer Date,LDC,Notes,Year,Month,Quarter,Vintage
8194,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,0,6.4,Offer,CBL,2023-10-21,0.0,,2023,10,4,2018
8195,VCS 2252,REDD,Rio Anapu-Pacaja,Brazil,VCS-CCB,59000,2.4,Trade,Tullets,2023-10-25,0.0,,2023,10,4,2017
8196,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,0,5.5,Offer,Tullets,2023-10-25,0.0,,2023,10,4,2014
8197,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,0,7.0,Offer,Tullets,2023-10-25,0.0,,2023,10,4,2016
8198,VCS 875,REDD,FLORESTAL SANTA MARIA PROJECT,Brazil,VCS,0,1.4,Offer,Tullets,2023-10-25,0.0,,2023,10,4,2014
8199,VCS 875,REDD,FLORESTAL SANTA MARIA PROJECT,Brazil,VCS,0,1.5,Offer,Tullets,2023-10-25,0.0,,2023,10,4,2016
8200,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,0,1.9,Offer,Tullets,2023-10-25,0.0,,2023,10,4,2015
8201,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,0,1.95,Offer,Tullets,2023-10-25,0.0,,2023,10,4,2017
8202,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,0,7.25,Offer,Tullets,2023-10-25,0.0,,2023,10,4,2019
8203,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,0,8.25,Offer,Tullets,2023-10-25,0.0,,2023,10,4,2020
8204,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,0,9.25,Offer,Tullets,2023-10-25,0.0,,2023,10,4,2021
8205,VCS 2723,REDD,Condoto REDD+,Colombia,VCS-CCB,0,6.0,Offer,Tullets,2023-10-25,0.0,,2023,10,4,2021
8206,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,100,7.0,Bid,CBL,2023-10-24,0.0,,2023,10,4,2020
8207,VCS 91,Hydro,CHANGSHATOU 10MW HYDROPOWER PROJECT IN HUBEI PROVINCE,China,VCS,25979,3.65,Offer,CBL,2023-10-24,0.0,,2023,10,4,2022
8208,VCS 4657,Cookstoves,Energy Efficient Stoves Program (EESP) - CER Conversion,Ethiopia,VCS,48426,4.5,Offer,CBL,2023-10-24,1.0,,2023,10,4,2017
8209,VCS 3279,Cookstoves,IDCOL Improved Cook Stove Program,Bangladesh,VCS,20000,4.5,Offer,CBL,2023-10-24,1.0,,2023,10,4,2020
8210,VCS 2250,ARR; WRC,Delta Blue Carbon 1,Pakistan,VCS-CCB,926,22.0,Offer,CBL,2023-10-24,0.0,,2023,10,4,2016
8211,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,15000,5.7,Trade,Salamander,2023-10-25,0.0,,2023,10,4,2019
8212,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,60000,6.2,Trade,CBL,2023-10-25,0.0,,2023,10,4,2020
8213,VCS 2250,ARR; WRC,Delta Blue Carbon 1,Pakistan,VCS-CCB,926,22.0,Trade,CBL,2023-10-25,0.0,,2023,10,4,2016
8214,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,170,3.0,Trade,CBL,2023-10-27,0.0,,2023,10,4,2015
8215,VCS 981,REDD,Pacajai REDD+,Brazil,VCS-CCB,100,1.7,Trade,CBL,2023-10-27,0.0,,2023,10,4,2017
8216,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,1130,5.0,Trade,CBL,2023-10-27,0.0,,2023,10,4,2014
8217,VCS 2250,ARR; WRC,Delta Blue Carbon 1,Pakistan,VCS-CCB,0,29.1,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8218,VCS 3018,IFM,BigCoast Forest Climate Initiative,Canada,VCS-SDG,0,19.9,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8219,VCS 2532,ARR,Cumare carbon project,Colombia,VCS,0,18.25,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8220,VCS 2410,ARR,"REFORESTATION OF DEGRADED FOREST RESERVE AREAS IN GHANA, WEST AFRICA",Ghana,VCS,0,13.5,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8221,VCS 2512,ARR,"Afforestation of Degraded Grasslands in Vichada, Colombia",Colombia,VCS-CCB,0,13.1,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8222,VCS 2512,ARR,"Afforestation of Degraded Grasslands in Vichada, Colombia",Colombia,VCS-CCB,0,12.6,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8223,VCS 1899,ARR; WRC,Sumatra Merang Peatland Project,Indonesia,VCS-CCB,0,12.1,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8224,VCS 612,REDD,The Kasigau Corridor REDD Project - Phase II The Community Ranches,Kenya,VCS-CCB,0,12.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8225,VCS 960,ARR,Lumin/Eucapine Uruguay Forest Plantations on degraded grasslands under extensive grazing,Uruguay,VCS-CCB,0,11.35,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2022
8226,VCS 2551,REDD,Brazilian Amazon APD Grouped Project,Brazil,VCS-CCB,0,11.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8227,VCS 2508,REDD,UNITOR REDD+ PROJECT,Brazil,VCS,0,9.5,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2022
8228,VCS 2576,ARR,Montes Del Este Afforestation Through High Quality Timber in Degraded Grasslands,Uruguay,VCS,0,9.1,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8229,VCS 142,ARR,"Reforestation of degraded lands grasslands in Uchinile & Mapanda, Tanzania",Tanzania,VCS-CCB,0,9.0,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2013
8230,VCS 959,ARR,‘Guanaré’ Forest Plantations on degraded grasslands under extensive grazing,Uruguay,VCS-CCB,0,9.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8231,VCS 2070,ARR,Guinan Afforestation Project,China,VCS-CCB,0,8.75,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8232,VCS 2508,REDD,UNITOR REDD+ PROJECT,Brazil,VCS,0,8.3,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8233,VCS 2082,ARR,Qianbei Afforestation Project,China,VCS,0,8.25,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8234,VCS 1847,ARR,Qianxinan Afforestation Project in Guizhou Province,China,VCS-CCB,0,8.1,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8235,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,0,7.8,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8236,VCS 1622,REDD,REDD+ Project for Caribbean Guatemala: The Conservation Coast,Guatemala,VCS-CCB,0,7.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8237,VCS 1622,REDD,REDD+ Project for Caribbean Guatemala: The Conservation Coast,Guatemala,VCS-CCB,0,6.75,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8238,VCS 2252,REDD,Rio Anapu-Pacaja,Brazil,VCS-CCB,0,6.5,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8239,VCS 2083,ARR,Liangdu Afforestation Project,China,VCS-CCB,0,6.5,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8240,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,0,5.75,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8241,VCS 2252,REDD,Rio Anapu-Pacaja,Brazil,VCS-CCB,0,6.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8242,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,0,6.0,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2020
8243,VCS 2748,ALM,Zhangye Improved Grassland Management Project,China,VCS-CCB,0,5.8,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8244,VCS 1067,REDD,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park,Peru,VCS-CCB,0,5.75,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2016
8245,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,0,5.7,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8246,VCS 2852,ALM,Xinjian Burqin Improved Grassland Management Project,China,VCS-CCB,0,5.6,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8247,VCS 1650,REDD,Keo Seima Wildlife Sanctuary,Cambodia,VCS-CCB,0,5.5,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2018
8248,VCS 674,REDD,Rimba Raya,Indonesia,VCS-CCB-SDG,0,5.5,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2014
8249,VCS 1115,REDD,JARI/AMAPA REDD+ Project,Brazil,VCS-CCB,0,5.25,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8250,VCS 2252,REDD,Rio Anapu-Pacaja,Brazil,VCS-CCB,0,5.2,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8251,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,0,5.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8252,VCS 1566,REDD,REDD+ Project Resguardo Indigena Unificado Selva de Mataven,Colombia,VCS-CCB,0,5.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8253,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,0,5.0,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2019
8254,VCS 1664,IFM,Yunnan Xishuangbanna Improved Forest Management,China,VCS,0,4.55,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2015
8255,VCS 1115,REDD,JARI/AMAPA REDD+ Project,Brazil,VCS-CCB,0,4.5,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8256,VCS 1477,ARR; REDD; WRC,Katingan Peatland Restoration and Conservation Project,Indonesia,VCS-CCB,0,4.25,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2015
8257,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,0,3.75,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2019
8258,VCS 959,ARR,‘Guanaré’ Forest Plantations on degraded grasslands under extensive grazing,Uruguay,VCS-CCB,0,3.75,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2015
8259,VCS 1650,REDD,Keo Seima Wildlife Sanctuary,Cambodia,VCS-CCB,0,3.5,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2017
8260,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,0,3.5,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2018
8262,VCS 1112,REDD,The Russas Project,Brazil,VCS-CCB,0,3.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8263,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,0,2.85,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8264,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,0,2.5,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2018
8265,VCS 1115,REDD,JARI/AMAPA REDD+ Project,Brazil,VCS-CCB,0,2.8,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2016
8266,VCS 799,ARR,Bukaleba Forest Project,Uganda,VCS,0,2.35,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2011
8267,VCS 1748,REDD,Southern Cardamom,Cambodia,VCS-CCB-SDG,0,2.3,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2016
8268,VCS 1650,REDD,Keo Seima Wildlife Sanctuary,Cambodia,VCS-CCB,0,2.25,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2015
8269,VCS 977,REDD,RMDLT Portel - Para REDD Project,Brazil,VCS-CCB,0,2.25,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2015
8270,VCS 1689,REDD,Tumring REDD+ Project,Cambodia,VCS-CCB,0,2.2,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2017
8271,VCS 1382,REDD,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VCS-CCB,0,2.2,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2016
8272,VCS 985,REDD,Cordillera Azul National Park REDD Project,Peru,VCS-CCB,0,2.1,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2016
8273,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,0,1.6,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2016
8274,VCS 981,REDD,Pacajai REDD+,Brazil,VCS-CCB,0,1.45,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8275,VCS 981,REDD,Pacajai REDD+,Brazil,VCS-CCB,0,1.35,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2016
8276,VCS 1122,IFM; REDD,April Salumei REDD Project,Papua New Guinea,VCS-CCB,0,1.1,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2014
8277,VCS 1122,IFM; REDD,April Salumei REDD Project,Papua New Guinea,VCS-CCB,0,1.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2013
8278,VCS 756,Wind,Crow Lake Wind Emissions Reduction Project,United States,VCS,0,10.6,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8279,VCS 1915,Wind,Ombepo Wind,Namibia,VCS,0,10.5,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8280,VCS 2540,Cookstoves,Improved cookstoves for Burundi restaurant,Burundi,VCS,0,6.5,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2021
8281,VCS 3158,Cookstoves,Distribution of energy efficient cookstoves in India-2,India,VCS,0,6.35,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8282,VCS 1950,Wind,Longyuan Mulilo De Aar 2 North Wind Energy Facility,South Africa,VCS,0,5.45,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8283,VCS 3613,Solar,Solar Power Project by Soma Energy,Cambodia,VCS,0,5.3,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2020
8284,VCS 1820,Wind,Manantiales Behr Wind Farm,Argentina,VCS-SDG,0,5.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8285,VCS 2645,LFG,Balikesir Landfill Gas (LFG) Capture and Utilization Project,Turkey,VCS,0,4.8,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8286,VCS 3909,Methane Recovery,Armatec Animal Manure Methane Recovery and Utilization Plant,Turkey,VCS,0,4.6,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8287,VCS 1041,Wind,Oaxaca IV Wind Energy Project,Mexico,VCS,0,4.6,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8288,VCS 2659,Geothermal,Rujing Geothermal Based Space Heating System,China,VCS,0,4.1,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8289,VCS 2922,Cookstoves,Improved Cookstoves For Communities,India,VCS,0,4.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8290,VCS 3154,Biogas,"Household Biogas Project in Uttarakhand, India",India,VCS,0,4.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8291,VCS 3279,Cookstoves,IDCOL Improved Cook Stove Program,Bangladesh,VCS,0,4.0,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2020
8292,VCS 4657,Cookstoves,Energy Efficient Stoves Program (EESP) - CER Conversion,Ethiopia,VCS,0,3.9,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2017
8293,VCS 1258,Wind,Saint Nikola Wind Farm,Bulgaria,VCS,0,3.85,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8294,VCS 1812,Wind,VRTM Renewable Energy,Brazil,VCS,0,3.6,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8295,VCS 1364,Hydro,Hydroelectric Project PCH Luzma,Colombia,VCS-SDG,0,3.2,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8296,VCS 1186,Biomass,Vinales Biomass Power Plant,Chile,VCS,0,3.05,Offer,Salamander,2023-11-06,0.0,,2023,11,4,2015
8297,VCS 1667,Wind,Cercikaya Wind Power Project,Turkey,VCS,0,3.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8298,VCS 1771,Wind,46 MW Mangoli Wind Power Project in Karnataka,India,VCS,0,2.4,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8299,VCS 1289,Wind,Talas de Maciel II Wind Farm,Uruguay,VCS,0,1.9,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8300,VCS 1549,Manufacturing Industries,AAC Block Project by Aerocon Buildwell Pvt. Ltd.,India,VCS,0,1.85,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8301,VCS 1736,Natural Gas,Grid Connected Electricity Generation Plant Using Natural Gas In Singapore,Singapore,VCS,0,1.6,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8302,VCS 1146,Alternative Energy,The Hyundai Waste Energy Recovery Co-Generation Project Phase II,South Korea,VCS,0,1.5,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2015
8303,VCS 1791,Solar,Pavagada Solar Renewable Power Project by Greenko Group,India,VCS-SDG,0,1.5,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8304,VCS 1418,Wind,Renewable Energy Project by LNB Group,India,VCS,0,1.5,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8305,VCS 506,Hydro,"DARICA-1 99NW Hydro Power Plant Project, Turkey",Turkey,VCS,0,1.4,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2014
8306,VCS 1315,Biomass,Biomass Based Generation Plant at Godrej Agrovet Ltd. Chintampalli,India,VCS,0,1.25,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8307,VCS 414,Wind,Hebei Haixing 49.5MW Wind Farm Project,China,VCS,0,1.25,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2022
8308,VCS 1198,Hydro,Pembelik Hydro Electricity Power Plant,Turkey,VCS,0,1.15,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8309,VCS 1582,Wind,Wind Grouped Project by Hero Future Energies Private Limited,India,VCS-SDG,0,1.1,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8310,VCS 1753,Solar,Bundled Solar Photovoltaic Project by ACME,India,VCS,0,1.1,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8311,VCS 1143,Solar,Ningxia Anglie Lingwu Photovaltic Grid Connected Power Plant Project,China,VCS,0,1.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8312,VCS 986,Hydro,"Kumkoy Hydroelectric Power Plant, Samsun",Turkey,VCS,0,1.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8313,VCS 92,Hydro,300MW Hydropower Project by JHPL,India,VCS,0,0.9,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8314,VCS 1204,Wind,Guohua Wulate Zhongqi Phase II Wind Farm Project,China,VCS,0,0.9,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8315,VCS 884,China,Nansha Hydro Power Project in Yunnan Province China,China,VCS,0,0.8,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2012
8316,VCS 766,Run of river,Teesta- V Hydro Power project in Sikkim,India,VCS,0,0.6,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2008
8317,GS 4296,Cookstoves,GS1005 Qori Q'oncha - Improved cookstoves diffusion programme in Peru VPA4,Peru,GS-SDG,0,12.35,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8318,GS 3379,Biomass,Svilosa Biomass Project,Bulgaria,GS-SDG,0,8.6,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8319,GS 5125,Energy Efficiency,Eritrea Community Boreholes,Eritrea,GS-SDG,0,8.6,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2021
8320,GS 10790,Cookstoves,Efficient and Clean Cooking for households in Somalia,Somalia,GS-SDG,0,8.55,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2021
8321,GS 1020,Energy Efficiency,"Production and dissemination of Ceramic Water Purifiers by Hydrologic, in the Kingdom of Cambodia",Cambodia,GS-SDG,0,8.5,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2021
8322,GS 7483,Energy Efficiency,GS1247 VPA 211 Sierra Leone Safe Water,Sierra Leone,GS-SDG,0,8.25,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2021
8323,GS 10790,Cookstoves,Efficient and Clean Cooking for households in Somalia,Somalia,GS-SDG,0,8.25,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2021
8324,GS 5230,Energy Efficiency,"Borehole Project ""Ease Water Madagascar""",Madagascar,GS-SDG,0,8.1,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2021
8325,GS 11145,Cookstoves,TASC Clean Cooking PoA - VPA 1 (Zambia),Zambia,GS-SDG,0,8.0,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2021
8326,GS 10790,Cookstoves,Efficient and Clean Cooking for households in Somalia,Somalia,GS-SDG,0,8.0,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2021
8327,GS 1247,Cookstoves,Sustainable Deployment of the Lifestraw Family in Rural Kenya,Kenya,GS-SDG,0,7.9,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8328,GS 3976,LFG,Santa Marta Landfill Gas Capture for Electriciy Generation Project,Chile,GS-SDG,0,7.25,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8329,GS 1061,Biogas,Kayseri Molu Landfill Gas to Energy Project,Turkey,GS-SDG,0,5.6,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8330,GS 4539,Cookstoves,"M'tetezi Improved cook-stoves Balaka District, Malawi",Malawi,GS-SDG,0,5.6,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2017
8331,GS 3567,Wind,Cururos Wind Farm Project,Chile,GS-SDG,0,5.25,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8332,GS 6604,Energy Efficiency,Energy efficiency improvement project leading to multiple sustainable development impacts,Uganda,GS-SDG,0,5.2,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2018
8333,GS 7553,Solar,42 MWp Bundled Solar Photovolatic Power project in Indonesia,Indonesia,GS-SDG,0,5.1,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8334,GS 10898,Cookstoves,"UP Energy Improved Cookstoves Programme , Uganda",Uganda,GS-SDG,0,4.45,Offer,Salamander,2023-10-30,1.0,,2023,10,4,2020
8335,GS 7746,Wind,West Huaybong 3 wind farm project,Thailand,GS-SDG,0,4.3,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8336,GS 5229,Wind,Bergres Wind Power Project,Turkey,GS-SDG,0,4.2,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8337,GS 3077,Wind,Karova WPP,Turkey,GS-SDG,0,4.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8338,GS 1286,Wind,Senbuk 27 MW WPP,Turkey,GS-SDG,0,4.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8339,GS 2468,Wind,Ortamandira WPP,Turkey,GS-SDG,0,3.5,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8340,GS 7668,Hydro,Jeori Hydro-Electric Project,India,GS-SDG,0,3.5,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8341,GS 3409,Wind,Saritepe Wind Power Plant,Turkey,GS-SDG,0,3.4,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2017
8342,GS 7152,Wind,252 MW Wind Energy Project by Green Infra Wind Energy Limited,India,GS-SDG,0,3.25,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8343,GS 7468,Wind,300 MW WIND ENERGY PROJECT BY GREEN INFRA WIND ENERGY LIMITED,India,GS-SDG,0,3.1,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8344,GS 11167,Geothermal,Taishan Geothermal Central Heating System,China,GS-SDG,0,3.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8345,GS 7071,Solar,"400 MW Solar Power Project at Bhadla, Rajasthan",India,GS-SDG,0,3.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8346,GS 6004,Wind,"Wind Power Project in Tinwari, Rajasthan",India,GS-SDG,0,2.95,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2019
8347,GS 7792,Solar,"10 MW Solar Potovaltic Power Plant in Rejkot, Gujarat (India)",India,GS-SDG,0,2.75,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8348,GS 7726,Solar,300MW Solar PV Plant at Bhadla,India,GS-SDG,0,2.55,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2021
8349,GS 2483,Wind,Emercon Wind Farm (Hindustan) Ltd in Rajasthan,India,GS-SDG,0,2.5,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2018
8350,GS 11595,Biogas,Dengzhou AMMS GHG Mitigation Project,China,GS-SDG,0,2.2,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2020
8351,GS 1072,Wind,"Bares II Wind Power Plant, Turkey",Turkey,GS-SDG,0,2.0,Offer,Salamander,2023-10-30,0.0,,2023,10,4,2014
8352,VCS 1067,REDD,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park,Peru,VCS-CCB,0,7.5,Bid,ICAP,2023-10-30,0.0,,2023,10,4,2020
8353,VCS 1805,Solar,Solar Energy Project(s) by SB Energy Private Limited,India,VCS,0,1.35,Offer,ICAP,2023-10-30,0.0,,2023,10,4,2021
8354,VCS 2042,Wind,Renwable wind power project by adani,India,VCS,0,1.35,Offer,ICAP,2023-10-30,0.0,,2023,10,4,2021
8355,GS 7433,Cookstoves,Henan Funiushan Solar Cooker Project Phase I,China,GS-SDG,25000,5.8,Offer,CBL,2023-10-16,0.0,,2023,10,4,2021
8356,VCS 1791,Solar,Pavagada Solar Renewable Power Project by Greenko Group,India,VCS-SDG,125000,1.65,Offer,CBL,2023-10-16,0.0,,2023,10,4,2020
8357,VCS 535,Run of river,78 MW AKOCAK Hydroelectric Power Plant,Turkey,VCS,5535,0.9,Offer,CBL,2023-10-17,0.0,,2023,10,4,2017
8358,VCS 1770,Solar,Bundled Solar Power Project by Vector Green Energy Private Limited,India,VCS-SDG,6902,1.25,Offer,CBL,2023-10-17,0.0,,2023,10,4,2019
8359,VCS 934,REDD,Mai Ndombe,Congo,VCS-CCB,25000,1.9,Offer,CBL,2023-10-17,1.0,,2023,10,4,2016
8360,VCS 2378,ARR,Miaoling Afforestation Project,China,VCS-CCB,84087,12.0,Offer,CBL,2023-10-17,0.0,,2023,10,4,2021
