,Project ID,Project Name,Project Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,Additional Issuance Certifications
592,3356,Changing Lives via Improved Cooking Initiatives – Philippines,Multiple Proponents,Energy demand,,VMR0006,Registration requested,Philippines,4610688,Asia,,2023-01-01,2029-12-31,
593,3355,Methane Avoidance through Biomining of Legacy Waste in India,Himadri Energy International Private Limited,Waste handling and disposal,,AMS-III.AF.,Under development,India,7569,Asia,,2021-07-15,2031-07-14,
594,3352,Improving Energy Efficiency in Homes Through Smart Thermostat Optimization,"ANEW ENVIRONMENTAL, LLC",Energy demand,,AMS-II.C.,Registration requested,United States,582313,North America,,2021-03-01,2028-02-29,
595,3347,Developing voluntary carbon market project for Periyar Tiger Reserve in India,Periyar Tiger Conservation Foundation (PTCF),Agriculture Forestry and Other Land Use,REDD,VM0037,Under development,India,190217,Asia,,2018-10-01,2048-09-30,
596,3348,Huizhou Landfill Gas Power Generation Phase III and IV Project,"Shenzhen PhasCon Technologies Co.,Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registration requested,China,273133,Asia,,2020-12-14,2027-12-13,
597,3351,CIBO Initiative for Scaling Regenerative Agriculture,CIBO Technologies,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,United States,161173,North America,,2019-07-01,2039-06-30,
598,3350,THE ARR HORIZONTE CARBON PROJECT,Suzano SA,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Brazil,119148,Latin America,2023-03-30,2017-11-02,2047-11-01,
599,3346,DEVELOPING CARBON FINANCE PROJECT FOR FARMERS ADOPTING REGENERATIVE AGRICULTURE PRACTICES IN THE INDO-GANGETIC PLAINS,Varaha ClimateAg Private Limited,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,4796219,Asia,,2019-06-01,2039-05-31,
600,3340,Boomitra Grassland Restoration in East Africa Through Soil Enrichment,Boomitra Inc,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Kenya,200000,Africa,,2018-11-01,2038-10-31,
601,3342,XiCO2e: Mexican Reforestation Project,FORLIANCE GmbH,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,Mexico,2707,Latin America,,2017-09-15,2047-09-14,
602,3344,The Last Habitat REDD+ project,Bosques Amazonicos,Agriculture Forestry and Other Land Use,REDD,VM0007,Under development,Peru,781865,Latin America,,2020-03-01,2040-02-29,
603,3339,Yan’an Aerial Seeding Afforestation Project,National Forestry and Grassland Administration Northwest Investigation and Planning Institute,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,China,351097,Asia,,2015-06-01,2075-05-31,
604,3335,Developing a voluntary carbon market project for Pench Tiger Reserve in India,Tiger Conservation Foundation of Pench Tiger Reserve (TCFP),Agriculture Forestry and Other Land Use,ARR; REDD,VM0037,Under development,India,56845,Asia,,2017-10-01,2047-09-30,
605,3336,Eastern Yan’an Afforestation Project,National Forestry and Grassland Administration Northwest Investigation and Planning Institute,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration and verification approval requested,China,485585,Asia,,2015-04-20,2075-04-19,
606,3337,Central Yan’an Afforestation Project,National Forestry and Grassland Administration Northwest Investigation and Planning Institute,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration and verification approval requested,China,716513,Asia,,2015-04-30,2075-04-29,
607,3338,Yan’an Wuqi Afforestation Project,National Forestry and Grassland Administration Northwest Investigation and Planning Institute,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration and verification approval requested,China,356695,Asia,,2015-04-11,2075-04-10,
608,3334,MARAJÓ REDD+ Project,Para Redd Projects Limited,Agriculture Forestry and Other Land Use,REDD,VM0037,Under validation,Brazil,298409,Latin America,,2021-10-23,2061-10-22,
609,3333,Restoration of degraded mangroves as a climate change mitigation and adaptation strategy in Asia CPA 1,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-AM0014,Under validation,Myanmar,322622,Asia,,2019-02-13,2039-02-12,
610,3332,SIMFlor Programme 2,SIM Sustainable Investment Management,Agriculture Forestry and Other Land Use,REDD,VM0007,Under development,Brazil,1000000,Latin America,,2022-07-01,2052-06-30,
611,3325,Nehe Adjusted Water Management in Rice Cultivation,"Beijing Hongyuan Chuangxin Energy Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under development,China,58067,Asia,,2018-04-15,2028-04-14,
612,3326,Sustainable agriculture programme in Longyuan,"Gansu Hongmao Agriculture Development Co.,Ltd",Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,615000,Asia,,2018-11-01,2118-10-31,
613,3327,Installation of high efficiency wood burning cookstoves in Indonesia 1,C-Quest Capital Stoves Asia Limited,Energy demand,,VMR0006,Under development,Indonesia,3263178,Asia,,2022-07-01,2032-06-30,
614,3328,Installation of high efficiency wood burning cookstoves in Indonesia 2,C-Quest Capital Stoves Asia Limited,Energy demand,,VMR0006,Under development,Indonesia,3263178,Asia,,2022-07-01,2032-06-30,
615,3329,Installation of high efficiency wood burning cookstoves in Madagascar,C-Quest Capital Stoves Asia Limited,Energy demand,,VMR0006,Under development,Madagascar,2719314,Asia,,2022-07-01,2032-06-30,
616,3330,Installation of high efficiency wood burning cookstoves in Philippines,C-Quest Capital Stoves Asia Limited,Energy demand,,VMR0006,Under development,Philippines,3379720,Asia,,2022-07-01,2032-06-30,
617,3331,Arva Carbon Ready USA,Arva Intelligence,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,United States,851000,North America,,2020-02-01,2120-01-31,
618,3321,Hongera Reforestation Project (Mt Kenya and Aberdares),Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,ACM0003,Under validation,Kenya,7,Africa,,2023-01-01,2062-12-31,
619,3324,Ipoá REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Under development,Brazil,522351,Latin America,,2022-03-17,2052-03-16,
620,3322,BEYAZ PİRAMİT BIOGAS PROJECT,Multiple Proponents,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,AM0073,Registration requested,Turkey,67320,Middle East,,2020-10-31,2027-10-30,
621,3318,Heilongjiang Nehe Afforestation Project,"Nehe Hansenyuan Forestry Investment Co., Ltd",Agriculture Forestry and Other Land Use,ARR,ACM0003,Under development,China,24188,Asia,,2018-04-01,2038-03-31,
622,3319,Tibet Ngari Improved Grassland Management Project,National Forestry and Grassland Administration Northwest Investigation and Planning Institute,Agriculture Forestry and Other Land Use,ALM,VM0026,Under development,China,485038,Asia,,2018-06-02,2058-06-01,
623,3309,Chengmai Water Management with Rice Cultivation,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,59188,Asia,,2018-03-30,2025-03-29,
624,3312,Adjusted Water Management in Rice Cultivation in North Wuhua County,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,55232,Asia,,2019-03-17,2026-03-16,
625,3315,Adjusted Water Management in Rice Cultivation in South Kaiping City,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,59591,Asia,,2019-03-15,2026-03-14,
626,3314,Adjusted Water Management in Rice Cultivation in East Wuhua County,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,59869,Asia,,2019-03-17,2026-03-16,
627,3320,Adjusted Water Management in Rice Cultivation in West Wuhua County,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,55039,Asia,,2019-03-16,2026-03-15,
628,3310,Dansha Water Management with Rice Cultivation,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,59459,Asia,,2018-03-29,2025-03-28,
629,3311,Hai’an Water Management with Rice Cultivation,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,59083,Asia,,2018-03-29,2025-03-28,
630,3313,Qiongchang Water Management with Rice Cultivation,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58797,Asia,,2018-03-30,2025-03-29,
631,3316,Wanzhong Water Management with Rice Cultivation,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,59377,Asia,,2018-03-30,2025-03-29,
632,3317,Wenchang Water Management with Rice Cultivation,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,59192,Asia,,2018-04-02,2025-04-01,
633,3308,Dongyuan Xiantang Landfill Gas Power Generation Phase I Project,"Shenzhen PhasCon Technologies Co.,Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,99589,Asia,2022-12-07,2022-01-25,2029-01-24,
634,3307,Henan Pingyu Agricultural Land Use Management Project,Xin Ran Agriculture and Animal Husbandry Co. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,45080,Asia,,2020-05-30,2040-05-29,
635,3305,Installation of high efficiency cookstoves in Rajasthan (India) by AGS Carbon,AGS Carbon Advisory,Energy demand,,VMR0006,Under development,India,382854,Asia,,2022-08-01,2029-07-31,
636,3306,Buritirana Grouped REDD+ Project,Future Carbon Consultoria e Projetos Florestais LTDA,Agriculture Forestry and Other Land Use,REDD,VM0015,Under development,Brazil,5149,Latin America,,2020-09-03,2030-09-02,
637,3303,METHANE EMISSION REDUCTION PROJECT THROUGH INTERMITTENT FLOODING IN RICE CULTIVATION,Greneity Infocom Service Pvt Ltd,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under development,India,59912,Asia,,2020-07-01,2027-06-30,
638,3304,Boa Esperança Grouped REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Under development,Brazil,5921,Latin America,,2022-03-07,2032-03-06,
639,3295,Developing Carbon Finance Project For Van Panchayats In Soil Conservation  Forest Division Ranikhet (Uttarakhand),Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0037,Under development,India,40742,Asia,,2018-01-15,2038-01-14,
640,3296,Developing Carbon Finance Project for Van Panchayats in Soil Conservation  Forest Division Nainital (Uttarakhand),Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0037,Under development,India,22573,Asia,,2018-12-15,2038-12-14,
641,3300,Diamond Dairy Vermifiltration,"3Degrees Group, Inc","Livestock, enteric fermentation, and manure management",,AMS-III.Y,Under development,United States,9000,,,2022-09-01,2029-08-31,
642,3301,Moxee Dairy Vermifiltration,"3Degrees Group, Inc","Livestock, enteric fermentation, and manure management",,AMS-I.D.; AMS-III.Y,Under development,United States,25000,North America,,2022-09-01,2029-08-31,
643,3302,Sunview Dairy Vermifiltration,"3Degrees Group, Inc","Livestock, enteric fermentation, and manure management",,AMS-III.Y,Under development,United States,47000,North America,,2022-09-01,2029-08-31,
644,3297,Hamparan biogas project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.H.,Registration requested,Indonesia,30327,Asia,,2021-01-01,2027-12-31,
645,3298,Blitta – Togo Solar Power Plant,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registration requested,Togo,61326,Africa,,2021-06-12,2028-06-11,
646,3299,ARR Grouped Project Serra do Sudeste,The Green Branch,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Brazil,14703,Latin America,,2021-10-09,2056-10-08,
647,3294,Muskitia Pâsa Klîn Nâka sa,Fundacion Ayuda en Acción,Agriculture Forestry and Other Land Use,REDD; WRC,VM0007,Registration and verification approval requested,Honduras,38058,Latin America,,2017-06-17,2047-06-16,
648,3287,WASTE TO ENERGY MANAGEMENT PROJECT BY GOVARDHANNATHJI ENERGIES LLP,GOVARDHANNATHJI ENERGIES LLP,Waste handling and disposal,,AMS-III.D.; ACM0022,Registration and verification approval requested,India,117655,Asia,,2020-09-02,2030-09-01,
649,3290,Empowering Women Through Clean Cooking,co2balance,Energy demand,,AMS-II.G.,Under validation,Kenya,254045,,,2022-01-03,2032-01-02,
650,3288,Waste Management Project-1 by BoxLNG,Mahanadi Compressed Biogas (CBG) Private Limited,"Agriculture Forestry and Other Land Use; Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Transport; Waste handling and disposal",,AMS-I.F.; AMS-III.D.; AMS-III.AO.; VM0042,Under development,India,64457,Asia,,2022-10-01,2029-09-30,
651,3291,Boomitra Grassland Restoration in the Temperate Grasslands of South America Through Soil Enrichment,Boomitra Inc,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Argentina,1100000,Latin America,,2018-09-01,2038-08-31,
652,3289,AMANZI MOTO - IMPROVED COOKSTOVES DISSEMINATION PROGRAMME IN ZIMBABWE,Aither Group SA,Energy demand,,VMR0006; AMS-III.AV.,Under validation,Zimbabwe,574062,Africa,,2022-06-30,2032-06-29,
653,3286,Grouped Water Purification Project in India,Multiple Proponents,Energy demand,,AMS-III.AV.,Under development,India,19590,Asia,,2021-12-08,2031-12-07,
654,3284,INTEGRATED REDD+ PROJECT1 IN PAPUA NEW GUINEA,Kanaka Management Services Private Limited,Agriculture Forestry and Other Land Use,REDD,VM0015,Under development,Papua New Guinea,20012952,Oceania,,2017-11-01,2117-10-31,
655,3285,Improved cookstoves for communities by Himadri Energy International (Phase-1),Himadri Energy International Private Limited,Energy demand,,VMR0006,Under development,India,197687,Asia,,2022-06-30,2032-06-29,
656,3283,ASYA LALE BIOGAS PROJECT,Multiple Proponents,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,AM0073,Registration requested,Turkey,411705,Middle East,,2020-10-22,2027-10-21,
657,3282,Solid Waste Management Project at Moradabad,HARI BHARI MORADABAD WASTE MANAGEMENT PRIVATE LIMITED,Waste handling and disposal,,ACM0022,Under development,India,82336,Asia,,2020-09-01,2030-08-31,
658,3280,Carpathia Forest Carbon Project,Fundatia Conservation Carpathia,Agriculture Forestry and Other Land Use,IFM,VM0012,Under development,Romania,50224,Europe,,2017-08-01,2057-07-31,
659,3281,ANDRADE SUN FARMS REDD+ FAZENDA SANTA RITA,MATA NATIVA DO BRASIL ASSESSORIA E CONSULTORIA AMBIENTAL LTDA,Agriculture Forestry and Other Land Use,REDD,VM0005; VM0007; VM0017,Under development,Brazil,6237,Latin America,,2021-08-05,2041-08-04,
660,3263,Global Cookstove Program (Phase 34),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
661,3264,Global Cookstove Program (Phase 35),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
662,3268,Global Cookstove Program (Phase 39),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
663,3278,Future Soils and Sustainable Farming Initiative - Germany,everi GmbH,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Germany,2500,,,2020-08-15,2040-08-14,
664,3265,Global Cookstove Program (Phase 36),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
665,3267,Global Cookstove Program (Phase 38),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
666,3269,Global Cookstove Program (Phase 40),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
667,3272,Bozbwz Water Management with Rice Cultivation,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,59549,,,2018-04-13,2025-04-12,
668,3275,Liujcwngz Water Management with Rice Cultivation,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,59667,Asia,,2018-04-12,2025-04-11,
669,3270,Gveibingz Water Management with Rice Cultivation,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,59055,,,2018-04-05,2025-04-04,
670,3271,Bingznanz Water Management with Rice Cultivation,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58896,Asia,,2018-04-08,2025-04-07,
671,3273,Gveigangj Water Management with Rice Cultivation,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58603,Asia,,2018-04-07,2025-04-06,
672,3274,Hinghbinh Water Management with Rice Cultivation,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,59131,Asia,,2018-04-07,2025-04-06,
673,3276,Luzcai Water Management with Rice Cultivation,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58978,Asia,,2018-04-11,2025-04-10,
674,3277,Siengcouh Water Management with Rice Cultivation,"Guangxi Yuebao Agriculture and Animal Husbandry Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,59696,Asia,,2018-04-09,2025-04-08,
675,3266,Global Cookstove Program (Phase 37),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
676,3279,IDCOL Improved Cook Stove Program - CER Conversion,Infrastructure Development Company Limited,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Bangladesh,1278597,Asia,,2018-09-16,2046-09-15,
677,3262,Livelihoods Chitetezo Mbaula Project,Livelihoods Fund SICAV SIF,Energy demand,,VMR0006,Registration and verification approval requested,Malawi,262431,Africa,,2021-03-26,2031-03-25,
678,3248,ARAKU VALLEY REFORESTATION PROJECT,CropZone Agro Forestry Private Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,India,342277,Asia,,2017-10-09,2027-10-08,
679,3249,Global Cookstove Program (Phase 21),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
680,3252,Global Cookstove Program (Phase 24),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
681,3253,Global Cookstove Program (Phase 25),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
682,3254,Global Cookstove Program (Phase 26),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
683,3255,Global Cookstove Program (Phase 27),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
684,3256,Global Cookstove Program (Phase 28),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
685,3257,Global Cookstove Program (Phase 29),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
686,3258,Global Cookstove Program (Phase 30),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
687,3259,Global Cookstove Program (Phase 31),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
688,3260,Global Cookstove Program (Phase 32),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
689,3261,Global Cookstove Program (Phase 33),EKI Energy Services Limited,Energy demand,,VMR0006,Under development,India,60452,Asia,,2022-06-01,2029-05-31,
690,3250,Global Cookstove Program (Phase 22),EKI Energy Services Limited,Energy demand,,VMR0006,Registration requested,India,6956,Asia,,2023-03-01,2030-02-28,
691,3251,Global Cookstove Program (Phase 23),EKI Energy Services Limited,Energy demand,,VMR0006,Registration requested,India,6956,Asia,,2023-02-15,2030-02-14,
692,3244,Grouped Projects For Vietnam Energy Efficiency Program,Sustainability Investment Promotion and Development Joint Stock Company,Energy demand,,AMS-II.C.,Registration requested,Viet Nam,49858,Asia,,2022-08-30,2032-08-29,
693,3243,Core Carbon Sustainable Rice Productions 01,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under development,India,52920,Asia,,2022-07-01,2029-06-30,
694,3245,DISTRIBUTION OF HOUSEHOLD BIOGAS IN RURAL AREAS OF INDIA-2,Greneity Infocom Service Pvt Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registration and verification approval requested,India,36852,Asia,,2021-02-01,2031-01-31,
695,3242,AGRISOLERO CARBON FARMING IN NORTHERN ITALY,Rivulis,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Italy,55,Europe,,2022-06-01,2121-05-31,
696,3240,The Core Carbon,Core CarbonX Solutions Pvt. Ltd.,Energy demand,,VMR0006,Under development,India,43827,Asia,,2022-05-03,2029-05-02,
697,3241,Guangdong Huidong Afforestation Project,"Juno Carbon Investment & Environmental Technology (Beijing) Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,China,85610,Asia,,2017-09-28,2047-09-27,
698,3235,ZHONGFU ADJUSTED WATER MANAGEMENT IN RICE CULTIVATION,"Oasis Science &Technology Development( Beijing) Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under development,China,57931,,,2018-04-05,2028-04-04,
699,3236,BEILIAN ADJUSTED WATER MANAGEMENT IN RICE CULTIVATION,"Oasis Science &Technology Development( Beijing) Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under development,China,58044,,,2018-04-05,2028-04-04,
700,3237,BEIFUXIN ADJUSTED WATER MANAGEMENT IN RICE CULTIVATION,"Oasis Science &Technology Development( Beijing) Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under development,China,57972,Asia,,2018-04-05,2028-04-04,
701,3238,Core Carbon Sustainable Rice Productions,Core CarbonX Solutions Pvt. Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under development,India,52920,Asia,,2022-07-01,2029-06-30,
702,3239,Madagascar Fahatokiana Improved Cookstove Program,"Guangzhou Iceberg Environmental Consulting Services Co., Ltd.",Energy demand,,VMR0006,Under development,Madagascar,343519,Africa,,2022-06-01,2032-05-31,
703,3232,Letung Water Management with Rice Cultivation,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58777,Asia,,2018-03-30,2025-03-29,
704,3231,Dongchang Water Management with Rice Cultivation,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58712,Asia,,2018-03-30,2025-03-29,
705,3233,Linkao Water Management with Rice Cultivation,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58569,Asia,,2018-03-31,2025-03-30,
706,3234,Sanling Water Management with Rice Cultivation,"Hainan Sunsea Ecological Agriculture Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58396,Asia,,2018-04-03,2025-04-02,
707,3230,Abu Ali Island Mangrove Planting Project - Eastern Province Saudi Arabia,SAUDI ARABIAN OIL CO.(ARAMCO),Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under development,Saudi Arabia,1627,Middle East,,,,
708,3227,BINDONG ADJUSTED WATER MANAGEMENT IN RICE CULTIVATION,"Oasis Science &Technology Development( Beijing) Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under development,China,55922,,,2018-04-05,2028-04-04,
709,3229,Adjusted Water Management in Rice Cultivation in North Kaiping City,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,59179,Asia,,2019-03-15,2026-03-14,
710,3228,Clean Bricks Production in Nepal,InnoCSR Co.Ltd.,Manufacturing industries,,AMS-III.Z,Under validation,Nepal,2037,Asia,,2022-06-25,2032-06-24,
711,3226,Padang Tikar Landscape,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD; WRC,VM0007,Under validation,Indonesia,590557,Asia,,2017-08-30,2047-08-29,
712,3225,Yingkou MSW Incineration and Power Generation Project,Yingkou Canvest Environmental Power Company Limited.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registration requested,China,245456,Asia,,2021-04-15,2028-04-14,
713,3222,MARDIN LFG POWER PLANT,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registration requested,Turkey,95867,Europe,,2020-10-28,2027-10-27,
714,3223,CONSERVATION AND RESTORATION OF THE MANGROVE ECOSYSTEM IN THE GAMBIA THROUGH THE REDD+ MECHANISM,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR; IFM; REDD; WRC,VM0007,Under development,Gambia,300000,Africa,,2022-08-01,2122-07-31,
715,3221,Hesse & Sons Dairy Vermifiltration,"3Degrees Group, Inc","Livestock, enteric fermentation, and manure management",,AMS-III.Y,Under development,United States,10000,,,2022-09-01,2029-08-31,
716,3220,Mbakaou Carriere Small Hydro Power Plant,IED Invest Cameroun,Energy industries (renewable/non-renewable sources),,AMS-I.L.,Registration requested,Cameroon,13349,Africa,,2022-01-05,2029-01-04,
717,3214,CAGLAYANLAR BIOGAS PLANT,Çağlayanlar Biyogaz Elektrik Üretim Sanayi ve Ticaret Limited Şirketi,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,AM0073,Registration requested,Turkey,615151,Middle East,,2020-10-16,2027-10-15,
718,3211,BISIGNANO AND MESORACA  PROJECT OF AFFORESTATION OF THE AGRICULTURAL COMPANY GAIA SRL BAMBOO PLANTS,GAIA s.r.l. Società Agricola,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Under development,Italy,315494,Europe,,2022-07-01,2050-06-30,
719,3213,Indigo Ag EU Project No.1,Indigo Agriculture Europe GmbH,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Switzerland,4021000,Europe,,2019-11-01,2039-10-31,
720,3209,Installation of high efficiency wood burning cookstoves in Tanzania 2,C-Quest Capital Stoves Asia Limited,Energy demand,,VMR0006,Registration requested,Tanzania,1965147,Africa,,2023-03-01,2033-02-28,
721,3212,Jiangxi Fuzhou Yihuang Rice Field Water Management Project,"Guangzhou Iceberg Environmental Consulting Services Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under development,China,38503,Asia,,2018-04-01,2028-03-31,
722,3206,Installation of high efficiency wood burning cookstoves in Kenya 2,C-Quest Capital Stoves Asia Limited,Energy demand,,VMR0006,Registration requested,Kenya,2075549,Africa,,2022-05-01,2032-04-30,
