,Project ID,Project Name,Project Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,Additional Issuance Certifications
723,3200,Installation of high efficiency wood burning cookstoves in South Sudan,C-Quest Capital Stoves Asia Limited,Energy demand,,VMR0006,Under development,Sudan,1788505,Africa,,2022-07-01,2032-06-30,
724,3201,HENAN SHANGCAI AGRICULTURAL LAND USE MANAGEMENT PROJECT,Xin Ran Agriculture and Animal Husbandry Co. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,128038,Asia,,2019-06-01,2039-05-31,
725,3202,HENAN RUNAN AGRICULTURAL LAND USE MANAGEMENT PROJECT,Xin Ran Agriculture and Animal Husbandry Co. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,126073,Asia,,2019-06-01,2039-05-31,
726,3204,Grouped Projects For Laos Water Purifier,Sustainability Investment Promotion and Development Joint Stock Company,Energy demand,,AMS-III.AV.,Under development,Lao,655210,Asia,,2022-07-01,2032-06-30,
727,3199,Installation of high efficiency wood burning cookstoves in Gambia,C-Quest Capital Stoves Asia Limited,Energy demand,,VMR0006,Registration requested,Gambia,1693445,Africa,,2022-10-19,2032-10-18,
728,3205,Installation of high efficiency wood burning cookstoves in Uganda 2,C-Quest Capital Stoves Asia Limited,Energy demand,,VMR0006,Registration requested,Uganda,1965147,Africa,,2022-07-01,2032-06-30,
729,3208,Wheatbelt Biodiversity Carbon Credit Project,Decarbonology Pty Ltd,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Australia,3759,Oceania,,2022-07-01,2047-06-30,
730,3203,Yunnan Yulong Afforestation Project,"Yulong State Owned Capital Investment and Operation Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration and verification approval requested,China,765439,Asia,,2018-06-16,2048-06-15,
731,3207,CO2 UTILIZATION IN CONCRETE - Removals & Reductions - CarbonCure - U.S. Project #1,CarbonCure Technologies Inc.,Construction; Manufacturing industries,,VM0043,Registered,United States,52343,North America,2023-03-20,2018-11-06,2025-11-05,
732,3198,Installation of high efficiency wood burning cookstoves in Burundi,C-Quest Capital Stoves Asia Limited,Energy demand,,VMR0006,Registration requested,Burundi,2097629,Africa,,2022-08-25,2032-08-24,
733,3197,Kenya Jiko Kisasa Improved Cookstove Program I,"Guangzhou Iceberg Environmental Consulting Services Co., Ltd.",Energy demand,,VMR0006,Under development,Kenya,196346,Africa,,2022-06-01,2032-05-31,
734,3195,Jinyujie Adjusted Water Management in Rice Cultivation,"Harbin Huanyu Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under development,China,58542,Asia,,2018-05-29,2025-05-28,
735,3186,Hozbuj Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58293,Asia,,2018-04-05,2025-04-04,
736,3189,Lungzanh Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58085,Asia,,2018-04-04,2025-04-03,
737,3191,Vujmingzgih Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58012,Asia,,2018-04-06,2025-04-05,
738,3192,Yunghningz Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58096,Asia,,2018-04-09,2025-04-08,
739,3193,Cinhcouh Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58127,Asia,,2018-04-06,2025-04-05,
740,3194,Lingzsanh Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58442,Asia,,2018-04-03,2025-04-02,
741,3196,Paracel ARR Carbon Forestry Project,PARACEL SA,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Paraguay,248856,Latin America,,2019-09-11,2049-09-10,
742,3183,Cenzcouh Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58286,Asia,,2018-04-02,2025-04-01,
743,3184,Linzgvei Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58129,Asia,,2018-04-03,2025-04-02,
744,3185,Yangzsoz Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58081,Asia,,2018-04-10,2025-04-09,
745,3187,Binhyangz Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58077,Asia,,2018-04-07,2025-04-06,
746,3188,Hwngzcouh Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58024,Africa,,2018-04-08,2025-04-07,
747,3190,Sanglinz Water Management with Rice Cultivation,Guangxi Meiluo Agricultural Science and Technology Co Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58185,Asia,,2018-04-07,2025-04-06,
748,3179,Conservation of forest and biodiversity in the Northwest Peru Biosphere Reserve,AIDER,Agriculture Forestry and Other Land Use,REDD,VM0006,Under validation,Peru,561213,Latin America,,2021-07-01,2041-06-30,
749,3182,Eastern DRC Cookstove Project - Tanganyika,POWA S.A,Energy demand,,VMR0006,Under validation,"Congo, The Democratic Republic of The",367467,Africa,,2022-03-03,2029-03-02,
750,3180,Sustainable Agriculture Land Management Project by Suminter India Organics,Suminter India Organics,Agriculture Forestry and Other Land Use,ALM,VM0042,Registration and verification approval requested,India,275748,Asia,,2017-10-01,2047-09-30,
751,3181,Longchuan Adjusted Water Management in Rice Cultivation,"Harbin Huanyu Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58621,Asia,,2018-06-01,2025-05-31,
752,3176,Changlinyan Adjusted Water Management in Rice Cultivation,"Harbin Huanyu Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58499,Asia,,2018-05-27,2025-05-26,
753,3177,Puyang County MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,31961,Asia,2023-01-10,2022-01-01,2031-12-31,
754,3174,Sustainable Agriculture land Management Project by Biowin Agro Research,Biowin Agro Research,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,India,26639,Asia,,2017-10-01,2047-09-30,
755,3175,"Biogas Production in Karnal, Haryana.",Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-III.AO.,Under development,India,40950,Asia,,2021-12-15,2028-12-14,
756,3168,Bangladesh Apon Chula Improved Cookstove Program II,Multiple Proponents,Energy demand,,AMS-II.G.; VMR0006,Under development,Bangladesh,461439,Asia,,2022-06-01,2032-05-31,
757,3172,"Forest Plantation Project in Ujjain, India",Ujjain Smart City Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,India,505,Asia,,2019-07-01,2039-06-30,
758,3170,Fujian longyan IFM (conversion of logged to protected forest) Project,"Hangzhou Chaoteng Energy Technology Co., Ltd",Agriculture Forestry and Other Land Use,IFM,VM0010,Registration requested,China,46640,Asia,,2018-01-01,2047-12-31,
759,3173,Duzce Landfill Gas (LFG) Capture and Utilization Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.; AMS-III.AO.,Registration requested,Turkey,31122,Middle East,,2020-10-31,2027-10-30,
760,3165,HENAN BIYANG AGRICULTURAL LAND USE MANAGEMENT PROJECT,Xin Ran Agriculture and Animal Husbandry Co. Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,127936,Asia,,2019-06-01,2039-05-31,
761,3166,ReforesTerra Grouped Project,ReforesTerra – Restauração de Ecossistemas Florestais Ltda,Agriculture Forestry and Other Land Use,ARR,ACM0003,Under development,Brazil,26843,Latin America,,2022-11-15,2052-11-14,
762,3164,Yantai Xinhao Swine Farm Manure Management System GHG Mitigation Project,"Yantai Xinhao agriculture and animal husbandry Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0010,Registration and verification approval requested,China,92011,Asia,,2021-03-05,2028-03-04,
763,3163,Red Sea Power Wind Farm,AERA Group,Energy industries (renewable/non-renewable sources),,ACM0002,Under validation,Djibouti,98849,Africa,,2022-07-01,2032-06-30,
764,3158,Distribution of energy efficient cookstoves in India-2,Greneity Infocom Service Pvt Ltd,Energy demand,,VMR0006,Registered,India,201152,Asia,2022-12-21,2021-04-01,2031-03-31,
765,3160,Distribution of energy efficient cookstoves in India-4,Greneity Infocom Service Pvt Ltd,Energy demand,,VMR0006,Registered,India,170317,Asia,2022-12-20,2021-04-01,2031-03-31,
766,3161,Displacement of firewood by household biogas stoves in India,Greneity Infocom Service Pvt Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,India,51409,Asia,2023-01-10,2020-09-01,2030-08-31,
767,3157,Distribution of energy efficient cookstoves in India-1,Greneity Infocom Service Pvt Ltd,Energy demand,,VMR0006,Under development,India,37417,Asia,,2021-06-01,2031-05-31,
768,3159,Distribution of energy efficient cookstove in India-3,Greneity Infocom Service Pvt Ltd,Energy demand,,VMR0006,Under development,India,40152,Asia,,2021-06-01,2031-05-31,
769,3162,Holistic development of North East India through clean energy access,SDG 13 Ventures Pte. Ltd.,Energy demand,,VMR0006,Registration requested,India,790204,Asia,,,,
770,3156,"Sustainable Rice Cultivation for Marginal Farmers in Madhya Pradesh, India",Value Network Ventures Advisory Services Pvt. Ltd.,Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under development,India,189404,Asia,,2022-06-15,2029-06-14,
771,3155,NIGER DELTA MANGROVE PROJECT,everi GmbH,Agriculture Forestry and Other Land Use,ARR,AR-AM0014,Registration requested,Nigeria,79406,,,2021-11-23,2061-11-22,
772,3154,"Household Biogas Project in Uttarakhand, India",Green Solutions,Waste handling and disposal,,AMS-I.E.,Registration and verification approval requested,India,53673,,,2020-09-22,2027-09-21,
773,3148,Hulin Adjusted Water Management in Rice Cultivation,"Harbin Huanyu Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,59066,Asia,,2018-05-25,2025-05-24,
774,3150,Zhenbaodao Adjusted Water Management in Rice Cultivation,"Harbin Huanyu Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,58797,Asia,,2018-05-22,2025-05-21,
775,3151,Clean Cooking Access for Women in Rural Maharashtra,SDG 13 Ventures Pte. Ltd.,Energy demand,,VMR0006,Under validation,India,2031111,Asia,,2022-10-01,2032-09-30,
776,3153,Jiangxi Dingnan Improved Forest Management Project,Jiangxi Tianye Biotechnology Limited,Agriculture Forestry and Other Land Use,IFM,VM0010,Registration requested,China,60431,Asia,,2018-03-01,2048-02-29,
777,3152,Alto Xingu Grouped REDD+ Project,Ecológica Assessoria Ltda.,Agriculture Forestry and Other Land Use,REDD,VM0015,Under development,Brazil,57902,Latin America,,2021-07-19,2051-07-18,
778,3149,Qingfeng Adjusted Water Management in Rice Cultivation,"Harbin Huanyu Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Registration and verification approval requested,China,59796,Asia,,2018-05-19,2025-05-18,
779,3146,Afforestation activity on deserted wasteland in the Arab peninsula (Ghaba),Dake Group,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,United Arab Emirates,752122,,,2022-11-11,2102-11-10,
780,3147,Jiangxi Suichuan Improved Forest Management Project,Jiangxi Tianye Biotechnology Limited,Agriculture Forestry and Other Land Use,IFM,VM0010,Registration requested,China,52637,Asia,,2018-03-01,2048-02-29,
781,3144,Bangladesh Apon Chula Improved Cookstove Program I,Multiple Proponents,Energy demand,,VMR0006,Under development,Bangladesh,461439,Asia,,2022-06-01,2032-05-31,
782,3145,Proyecto REDD++ PANI,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Under development,Colombia,3553364,Latin America,,2017-01-01,2026-12-31,
783,3142,Blue Forest & Mozambique: Building Africa’s Largest Mangrove Restoration Project,Blue Forest,Agriculture Forestry and Other Land Use,ARR; REDD,VM0007,Under development,Mozambique,2965555,Africa,,,,
784,3136,Inner Mongolia Chao’er Forest Industry IFM Project,Chao’er Forest Bureau of Inner Mongolia Autonomous Region,Agriculture Forestry and Other Land Use,IFM,VM0010,Registration requested,China,247018,Asia,,2017-12-26,2047-12-25,
785,3140,ZhaoQu Afforestation Project,"Yunnan Ruihan Agricultural Technology Development Co., Ltd.",Agriculture Forestry and Other Land Use,ARR; REDD,AR-ACM0003,Under validation,China,577730,Asia,,2019-09-15,2049-09-14,
786,3141,Western Amazon REDD+ Grouped Project,CARBON CREDITS CONSULTING S.R.L.,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,362077,Latin America,,2019-01-01,2048-12-31,
787,3137,Adjusted Water Management in Rice Cultivation in South Wuhua County,"Guangzhou Kaifeng Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Under validation,China,59585,Asia,,2019-03-15,2026-03-14,
788,3133,Huaxian Fengqiqiu Biogas Recovery and Utilization Project,"Huaxian Agro-pastoral Co., Ltd.",Agriculture Forestry and Other Land Use; Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0010,Registered,China,119844,Asia,2022-12-07,2021-06-03,2031-06-02,
789,3135,Henan Grouped Biogas Recovery and Utilization Project,"Muyuan Foods Co., Ltd.",Waste handling and disposal,,AMS-III.D.,Registered,China,210415,Asia,2022-11-18,2021-07-01,2042-06-30,
790,3128,Luyi Biogas Recovery and Utilization Project,"Luyi Agro-pastoral Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,228849,Asia,2022-11-29,2021-04-01,2031-03-31,
791,3130,Shangcai Xima Biogas Recovery and Utilization Project,"Shangcai Agro-pastoral Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,175870,Asia,2022-11-18,2021-08-02,2031-08-01,
792,3131,Xiping Biogas Recovery and Utilization Project,"Xiping Agro-pastoral Co., Ltd.",Waste handling and disposal,,ACM0010,Registered,China,211338,Asia,2022-11-18,2021-05-06,2031-05-05,
793,3132,Shangcai Chenfazhai Biogas Recovery and Utilization Project,"Shangcai Agro-pastoral Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,113496,Asia,2022-12-07,2021-09-01,2031-08-31,
794,3134,Huaxian Caiying Biogas Recovery and Utilization Project,"Huaxian Agro-pastoral Co., Ltd.","Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,191968,Asia,2022-11-29,2021-06-08,2031-06-07,
795,3124,Shaanxi Shiquan Improved Forest Management Project,China Carbon Sinks Holdings Limited,Agriculture Forestry and Other Land Use,IFM,VM0010,Registration requested,China,28839,Asia,,2017-12-28,2047-12-27,
796,3125,Shaanxi Foping Improved Forest Management Project,China Carbon Sinks Holdings Limited,Agriculture Forestry and Other Land Use,IFM,VM0010,Registration requested,China,41521,Asia,,2017-12-28,2047-12-27,
